Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_kilogrambodyweight_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ07,peanut butter,3161,11.9,0.1,E,0.02,0.06,0.13,20,0,,0.26,0,0.5,0,,F,,,,33.33,0.61,,0.08,0.45,0.77,13.11
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ08,puddings,3161,2.7,0.12,E,0.02,0.07,0.16,16.67,0,,31.82,0,62.51,0,0,,2.23,0,4.38,0,0,,0.88,0,1.72,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ09,sugar,3161,22.3,0.06,,0,0.05,0.07,0,0,,0.03,0,0.05,0,0.22,,0.02,0.18,0.26,9.09,0.37,,0.02,0.33,0.41,5.41
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ10,syrup,3161,8.3,0.1,E,0.02,0.07,0.13,20,0,,0.98,0,1.92,0,0,,0.14,0,0.28,0,0.76,E,0.16,0.45,1.06,21.05
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ11,seeds_shelled,3161,2.5,0.02,,0,0.01,0.02,0,0,,22.89,0,44.98,0,0,,0.72,0,1.41,0,0,,0.11,0,0.21,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ12,nuts,3161,7.9,0.05,E,0.01,0.04,0.07,20,0,,0.21,0,0.41,0,0,,0.02,0,0.04,0,,F,,,,53.33
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ13,chewing gum,3161,1.2,0,,0,0,0,0,0,,3.42,0,6.71,0,0,,1.22,0,2.39,0,0,,0.62,0,1.22,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,JJ15,candy,3161,16.7,0.14,,0.02,0.11,0.17,14.29,0,,0.17,0,0.34,0,0.37,,0.06,0.25,0.48,16.22,0.86,,0.11,0.64,1.07,12.79
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,KK01,alcoholic drinks_beer,3161,0.1,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,KK02,alcoholic drinks_wine,3161,0.7,0,,0,0,0.01,0,0,,10.95,0,21.51,0,0,,2.88,0,5.66,0,0,,2.04,0,4.02,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,KK04,coffee,3161,6,0.2,,0.03,0.14,0.25,15,0,,3.95,0,7.77,0,0,,0.32,0,0.64,0,,F,,,,40.54
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,KK05,soft drinks,3161,14.2,0.98,,0.07,0.84,1.12,7.14,0,,2.89,0,5.69,0,4.5,,0.49,3.54,5.46,10.89,7.63,,0.43,6.79,8.48,5.64
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,KK06,tea,3161,10.7,0.74,,0.07,0.61,0.88,9.46,0,,3.49,0,6.86,0,2,E,0.62,0.79,3.22,31,6.22,,0.53,5.19,7.25,8.52
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,KK07,plant-based beverages,3161,3.2,0.28,E,0.05,0.18,0.38,17.86,0,,55.35,0,108.74,0,0,,3.01,0,5.91,0,0,,1.37,0,2.69,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL01,cereals_mixed,3161,0.5,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL02,desserts,3161,0.1,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL03,dinners_cereal + vegetable + meat,3161,0,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL04,dinners_meat or poultry + vegetable,3161,,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL05,formulae_milk base,3161,0.6,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL06,formulae_soya base,3161,,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL07,fruit_apple or peach,3161,0.5,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL08,meat_poultry or eggs,3161,0,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,LL09,vegetables,3161,0.2,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,MM01,popcorn_microwave,3161,8.4,0.06,E,0.01,0.05,0.08,16.67,0,,0.28,0,0.55,0,0,,0.06,0,0.13,0,0.39,,0.06,0.28,0.51,15.38
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,MM02,frozen entrees,3161,0.8,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN01,pizza,3161,14.9,0.72,,0.09,0.53,0.9,12.5,0,,1.09,0,2.15,0,1.84,E,0.46,0.94,2.74,25,5.33,,0.82,3.72,6.93,15.38
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN02,french fries,3161,10.4,0.22,,0.02,0.18,0.26,9.09,0,,0.8,0,1.57,0,,F,,,,66.67,1.47,,0.22,1.03,1.9,14.97
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN03,hamburger,3161,5.5,0.25,,0.03,0.18,0.32,12,0,,2.72,0,5.34,0,0,,0.85,0,1.66,0,,F,,,,35.75
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN04,chicken burger,3161,0.9,0.04,E,0.01,0.02,0.06,25,0,,17.37,0,34.14,0,0,,6.95,0,13.65,0,0,,5.97,0,11.73,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN05,hot dogs,3161,4.8,0.15,,0.02,0.11,0.19,13.33,0,,4.15,0,8.16,0,0,,0.74,0,1.45,0,0,,0.4,0,0.79,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN06,chicken nuggets,3161,5,0.14,,0.02,0.1,0.19,14.29,0,,3.01,0,5.92,0,0,,0.58,0,1.14,0,0,,0.33,0,0.66,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN07,chow mein,3161,0.3,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN08,fried rice,3161,2.7,0.18,E,0.05,0.08,0.27,27.78,0,,118.26,0,232.35,0,0,,15.02,0,29.51,0,0,,3.26,0,6.41,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN09,prepared breakfast sandwiches,3161,1.5,10,F,,,,33.33,0,,49.45,0,97.15,0,0,,13.67,0,26.86,0,0,,4.83,0,9.49,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,NN10,fast food sandwiches,3161,25.3,1.17,,0.08,1.02,1.33,6.84,0,,0.74,0,1.45,0,4.26,,0.26,3.75,4.77,6.1,6.32,,0.39,5.55,7.09,6.17
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP01,condiments,3161,12.1,0.08,,0.01,0.06,0.09,12.5,0,,0.12,0,0.24,0,,F,,,,36.36,0.46,E,0.08,0.3,0.62,17.39
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP02,salt,3161,40.1,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.03,,0,0.03,0.04,0,0.06,,0,0.05,0.06,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP03,baking powder,3161,3,0,,0,0,0,0,0,,0.45,0,0.89,0,0,,0.02,0,0.04,0,0,,0,0,0.01,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP04,yeast,3161,0.1,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP05,vanilla extract,3161,3,0,,0,0,0,0,0,,0.03,0,0.06,0,0,,0,0,0,0,0,,0,0,0,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP06,herbs and spices,3161,16.7,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0.01,,0,0,0.01,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP07,soya sauce,3161,5.2,0.01,,0,0.01,0.01,0,0,,0.58,0,1.13,0,0,,0.05,0,0.1,0,,F,,,,200
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP09,tap water_sample area,3161,76.6,15.07,,0.56,13.98,16.16,3.72,10.4,,0.51,9.4,11.4,4.9,35.01,,1.67,31.73,38.29,4.77,49.93,,3.47,43.11,56.76,6.95
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr F,PP10,water_natural spring,3161,24.7,4.34,,0.29,3.77,4.92,6.68,0,,2.66,0,5.22,0,16.58,,1.18,14.27,18.9,7.12,24.72,,1.9,20.98,28.46,7.69
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA01,milk_whole,3178,26.2,3.98,,0.38,3.24,4.73,9.55,0,,0.04,0,0.07,0,10.31,,1.69,7,13.63,16.39,30.97,,4.39,22.34,39.6,14.18
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA02,milk_2%,3178,48.6,4.99,,0.29,4.43,5.55,5.81,0,,0.06,0,0.12,0,14.78,,0.85,13.12,16.45,5.75,24.36,,1.92,20.59,28.13,7.88
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA03,milk_1%,3178,21.9,1.65,,0.19,1.29,2.02,11.52,0,,0.12,0,0.23,0,5.1,,0.69,3.74,6.46,13.53,10.79,,1.14,8.54,13.03,10.57
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA04,milk_skim,3178,12.4,0.25,,0.04,0.18,0.32,16,0,,0.05,0,0.1,0,,F,,,,40,,F,,,,36.59
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA05,evaporated milk_canned,3178,0.1,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA06,cream,3178,6.1,0.05,E,0.01,0.03,0.06,20,0,,0.66,0,1.29,0,0,,0.1,0,0.19,0,,F,,,,46.67
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA07,ice cream,3178,12.7,0.51,,0.05,0.41,0.61,9.8,0,,1.57,0,3.08,0,1.51,E,0.39,0.75,2.28,25.83,4.18,,0.38,3.44,4.92,9.09
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA08,yogurt,3178,27,1.45,,0.08,1.29,1.61,5.52,0,,0.87,0,1.7,0,5.55,,0.28,5,6.09,5.05,8.63,,0.54,7.56,9.69,6.26
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA09,cheese,3178,32.6,0.43,,0.04,0.36,0.5,9.3,0,,0.11,0,0.21,0,1.33,,0.08,1.18,1.49,6.02,2.1,,0.15,1.81,2.39,7.14
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA10,cheese_cottage,3178,1,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA11,cheese_processed,3178,5.6,0.05,E,0.01,0.04,0.06,20,0,,0.96,0,1.89,0,0,,0.13,0,0.26,0,,F,,,,34.78
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA12,butter,3178,15.4,0.05,,0,0.04,0.06,0,0,,0.07,0,0.13,0,0.14,,0.02,0.1,0.18,14.29,0.35,,0.04,0.28,0.43,11.43
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA13,chocolate milk_1%,3178,9.1,0.78,,0.09,0.6,0.96,11.54,0,,4.57,0,8.98,0,0,,1.15,0,2.26,0,6.12,,0.79,4.56,7.67,12.91
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,AA14,buttermilk 1%,3178,0.2,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB01,beef_steak,3178,6.7,0.18,E,0.03,0.12,0.24,16.67,0,,1.95,0,3.82,0,0,,0.29,0,0.57,0,1.1,E,0.3,0.5,1.7,27.27
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB02,beef_roast,3178,3.9,0.1,E,0.02,0.06,0.15,20,0,,9.32,0,18.31,0,0,,0.71,0,1.39,0,0,,0.4,0,0.79,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB03,beef_ground,3178,12.1,0.19,,0.02,0.15,0.24,10.53,0,,0.43,0,0.85,0,,F,,,,33.33,1.23,,0.19,0.86,1.6,15.45
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB04,pork_fresh,3178,10,0.24,E,0.04,0.17,0.31,16.67,0,,0.86,0,1.69,0,0,,0.12,0,0.25,0,1.4,,0.17,1.06,1.75,12.14
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB05,pork_cured,3178,7.1,0.07,,0.01,0.04,0.1,14.29,0,,0.52,0,1.02,0,0,,0.08,0,0.16,0,0.3,E,0.09,0.12,0.48,30
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB06,veal_cutlets,3178,0.4,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB07,lamb,3178,1,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB08,luncheon meats_cold cuts,3178,3.5,0.06,E,0.01,0.03,0.08,16.67,0,,12.78,0,25.1,0,0,,0.66,0,1.3,0,0,,0.23,0,0.44,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB09,luncheon meats_canned,3178,0.2,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB10,organ meats,3178,0.2,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,BB11,wieners & sausages,3178,6.4,0.18,E,0.04,0.11,0.25,22.22,0,,2.95,0,5.8,0,0,,0.34,0,0.66,0,,F,,,,37.29
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,CC01,eggs,3178,27.4,0.42,,0.03,0.36,0.48,7.14,0,,0.08,0,0.17,0,1.66,,0.1,1.46,1.86,6.02,2.57,,0.18,2.23,2.92,7
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,CC02,poultry_chicken & turkey,3178,31.2,0.96,,0.08,0.81,1.11,8.33,0,,0.29,0,0.57,0,3.38,,0.28,2.83,3.92,8.28,5.6,,0.36,4.89,6.31,6.43
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,CC03,poultry_liver pate,3178,0,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,DD01,fish_marine,3178,6.6,0.22,E,0.04,0.15,0.29,18.18,0,,3.2,0,6.3,0,0,,0.53,0,1.05,0,1.42,E,0.46,0.52,2.31,32.39
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,DD02,fish_fresh water,3178,1.4,10,F,,,,33.33,0,,62.21,0,122.22,0,0,,22.62,0,44.45,0,0,,10.19,0,20.02,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,DD03,fish_canned,3178,1.1,10,F,,,,50,0,,97.43,0,191.42,0,0,,25.48,0,50.07,0,0,,11.55,0,22.69,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,DD04,shellfish,3178,3,0.04,E,0.01,0.02,0.05,25,0,,26.81,0,52.67,0,0,,0.61,0,1.19,0,0,,0.21,0,0.41,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,EE01,soups_meat_canned,3178,1.3,0.11,E,0.03,0.06,0.17,27.27,0,,35.72,0,70.18,0,0,,20.83,0,40.93,0,0,,11.17,0,21.95,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,EE02,soups_creamed_canned,3178,1.5,0.07,E,0.02,0.03,0.11,28.57,0,,22.29,0,43.79,0,0,,15.56,0,30.57,0,0,,5.49,0,10.79,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,EE03,soups_broth_canned,3178,10.9,0.49,,0.06,0.37,0.61,12.24,0,,2.95,0,5.8,0,,F,,,,270,3.83,E,0.68,2.49,5.17,17.75
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,EE04,soups_dehydrated,3178,2.9,0.13,E,0.03,0.07,0.19,23.08,0,,90.06,0,176.94,0,0,,4.83,0,9.5,0,0,,1.13,0,2.23,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF01,bread_white,3178,24.8,0.52,,0.04,0.44,0.6,7.69,0,,0.38,0,0.74,0,2,,0.12,1.76,2.24,6,3.07,,0.25,2.58,3.56,8.14
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF02,bread_whole wheat,3178,14.4,0.31,,0.02,0.26,0.36,6.45,0,,0.53,0,1.03,0,1.23,,0.13,0.97,1.48,10.57,2.28,,0.17,1.94,2.61,7.46
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF03,bread_rye,3178,1.9,10,F,,,,33.33,0,,21.85,0,42.93,0,0,,3.38,0,6.63,0,0,,0.77,0,1.51,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF04,cake,3178,10.3,0.24,,0.03,0.19,0.29,12.5,0,,0.79,0,1.55,0,,F,,,,116.67,1.64,,0.18,1.28,2,10.98
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF05,cereal_cooked wheat,3178,0.6,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF06,cereal_corn,3178,4.8,0.04,E,0.01,0.03,0.05,25,0,,0.76,0,1.49,0,0,,0.19,0,0.37,0,0,,0.1,0,0.2,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF07,cereals_oatmeal,3178,6.7,0.57,,0.08,0.4,0.73,14.04,0,,7.15,0,14.04,0,0,,1.22,0,2.39,0,3.98,E,1.24,1.54,6.42,31.16
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF08,cereals_rice & bran,3178,4.8,0.05,E,0.01,0.03,0.07,20,0,,1.39,0,2.74,0,0,,0.23,0,0.46,0,0,,0.12,0,0.23,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF09,cookies,3178,27.3,0.36,,0.02,0.31,0.41,5.56,0,,0.2,0,0.4,0,1.24,,0.08,1.09,1.4,6.45,2,,0.11,1.78,2.22,5.5
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF10,crackers,3178,20.7,0.22,,0.02,0.18,0.25,9.09,0,,0.14,0,0.28,0,0.83,,0.07,0.68,0.98,8.43,1.42,,0.11,1.21,1.63,7.75
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF11,danish_donuts & croissants,3178,8.3,0.19,,0.02,0.14,0.24,10.53,0,,1.76,0,3.45,0,0,,0.34,0,0.67,0,1.72,,0.26,1.21,2.23,15.12
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF12,flour_white (wheat),3178,14.7,0.07,,0.01,0.05,0.08,14.29,0,,0.12,0,0.23,0,0.11,E,0.03,0.05,0.16,27.27,0.37,,0.05,0.28,0.46,13.51
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF13,muffins,3178,8.2,0.25,,0.03,0.19,0.3,12,0,,1.8,0,3.54,0,0,,0.33,0,0.65,0,1.85,E,0.31,1.24,2.46,16.76
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF14,pancakes & waffles,3178,7.7,0.2,,0.03,0.15,0.24,15,0,,1.28,0,2.51,0,0,,0.36,0,0.71,0,1.74,,0.22,1.31,2.17,12.64
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF15,pasta_mixed dishes,3178,7.9,0.59,,0.07,0.46,0.72,11.86,0,,3.6,0,7.08,0,0,,0.86,0,1.7,0,4.54,E,0.8,2.97,6.11,17.62
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF16,pasta_plain,3178,19.7,0.92,,0.07,0.78,1.06,7.61,0,,1.35,0,2.64,0,3.75,,0.43,2.91,4.59,11.47,6.66,,0.42,5.83,7.48,6.31
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF17,pie_apple,3178,0.4,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF18,pie_other,3178,1,10,F,,,,33.33,0,,36.76,0,72.22,0,0,,14.37,0,28.23,0,0,,11.01,0,21.64,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF19,rice,3178,24.8,1.18,,0.09,1,1.36,7.63,0,,0.79,0,1.55,0,4.69,,0.36,3.98,5.4,7.68,7.21,,0.43,6.36,8.06,5.96
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF20,buns & rolls,3178,2.7,0.04,E,0.01,0.03,0.06,25,0,,19.67,0,38.64,0,0,,1.26,0,2.48,0,0,,0.42,0,0.83,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,FF21,breads_other,3178,14.7,0.4,,0.04,0.33,0.48,10,0,,0.75,0,1.48,0,1.4,,0.2,1,1.79,14.29,2.96,,0.2,2.58,3.35,6.76
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG01,baked beans_canned,3178,0.5,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG02,beans_string,3178,6.4,0.06,E,0.01,0.04,0.08,16.67,0,,0.88,0,1.74,0,0,,0.15,0,0.29,0,0.32,E,0.1,0.11,0.52,31.25
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG03,beets,3178,0.5,10,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG04,broccoli,3178,8.5,0.17,,0.02,0.13,0.21,11.76,0,,1.28,0,2.51,0,0,,0.15,0,0.3,0,1.11,E,0.27,0.59,1.64,24.32
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG05,cabbage,3178,5.1,0.04,E,0.01,0.02,0.06,25,0,,0.84,0,1.66,0,0,,0.06,0,0.12,0,,F,,,,150
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG06,carrots,3178,26.8,0.29,,0.03,0.22,0.36,10.34,0,,0.09,0,0.17,0,0.78,,0.08,0.63,0.93,10.26,1.47,,0.16,1.16,1.79,10.88
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG07,cauliflowers,3178,2.6,0.04,E,0.01,0.02,0.05,25,0,,60.33,0,118.53,0,0,,1.15,0,2.26,0,0,,0.38,0,0.74,0
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG08,celery,3178,13.1,0.04,E,0.01,0.03,0.05,25,0,,0.09,0,0.17,0,0.12,E,0.02,0.07,0.17,16.67,0.25,,0.02,0.2,0.29,8
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG09,corn,3178,7.5,0.15,E,0.03,0.1,0.21,20,0,,1.64,0,3.22,0,0,,0.15,0,0.29,0,0.86,E,0.24,0.39,1.33,27.91
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG10,cucumbers,3178,13.9,0.27,,0.03,0.21,0.32,11.11,0,,0.49,0,0.96,0,0.53,E,0.15,0.23,0.84,28.3,1.69,,0.2,1.31,2.08,11.83
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG11,lettuce,3178,10.6,0.1,,0.01,0.08,0.12,10,0,,0.31,0,0.61,0,,F,,,,62.5,0.72,,0.1,0.53,0.91,13.89
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG12,mushrooms,3178,5.7,10,F,,,,33.33,0,,0.8,0,1.57,0,0,,0.07,0,0.15,0,,F,,,,150
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG13,onions,3178,28.5,0.17,,0.01,0.15,0.2,5.88,0,,0.05,0,0.1,0,0.53,,0.05,0.43,0.62,9.43,0.96,,0.1,0.77,1.15,10.42
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG14,peas,3178,7.7,0.09,E,0.02,0.06,0.12,22.22,0,,0.96,0,1.88,0,0,,0.08,0,0.15,0,0.36,E,0.11,0.14,0.58,30.56
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG15,peppers,3178,13.5,0.14,,0.02,0.1,0.19,14.29,0,,0.14,0,0.28,0,,F,,,,38.46,0.72,E,0.13,0.46,0.97,18.06
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG16,potatoes_boiled,3178,15.1,0.51,,0.06,0.4,0.63,11.76,0,,0.77,0,1.52,0,1.22,E,0.26,0.72,1.72,21.31,3.81,,0.49,2.85,4.78,12.86
All people,Adults(19+ yr)_Children (1-18 yr)_M_F separate,1-18 yr M,GG17,potatoes_chips,3178,12.7,0.17,,0.02,0.12,0.21,11.76,0,,0.4,0,0.79,0,0.34,E,0.08,0.19,0.49,23.53,0.85,,0.12,0.61,1.08,14.12
